Date,Price
2014-07-29,163.30323791503906
2014-07-30,163.32809448242188
2014-07-31,160.10264587402344
2014-08-01,159.61343383789062
2014-08-04,160.76602172851562
2014-08-05,159.2071533203125
2014-08-06,159.25689697265625
2014-08-07,158.39462280273438
2014-08-08,160.22706604003906
2014-08-11,160.69139099121094
2014-08-12,160.467529296875
2014-08-13,161.55368041992188
2014-08-14,162.3165740966797
2014-08-15,162.2833709716797
2014-08-18,163.6431884765625
2014-08-19,164.4971923828125
2014-08-20,164.9366912841797
2014-08-21,165.41758728027344
2014-08-22,165.16055297851562
2014-08-25,165.99803161621094
2014-08-26,166.10572814941406
2014-08-27,166.03948974609375
2014-08-28,165.9482879638672
2014-08-29,166.42088317871094
2014-09-02,166.33795166015625
2014-09-03,166.24676513671875
2014-09-04,166.00628662109375
2014-09-05,166.75257873535156
2014-09-08,166.32139587402344
2014-09-09,165.26832580566406
2014-09-10,165.8902587890625
2014-09-11,166.08094787597656
2014-09-12,165.1107940673828
2014-09-15,164.98646545410156
2014-09-16,166.23020935058594
2014-09-17,166.4540557861328
2014-09-18,167.3412628173828
2014-09-19,167.19049072265625
2014-09-22,165.8992919921875
2014-09-23,164.9495391845703
2014-09-24,166.2407989501953
2014-09-25,163.55844116210938
2014-09-26,164.8579559326172
2014-09-29,164.5580596923828
2014-09-30,164.1248779296875
2014-10-01,161.90072631835938
2014-10-02,161.92567443847656
2014-10-03,163.70838928222656
2014-10-06,163.51678466796875
2014-10-07,160.99266052246094
2014-10-08,163.808349609375
2014-10-09,160.55950927734375
2014-10-10,158.72677612304688
2014-10-13,156.119384765625
2014-10-14,156.3609619140625
2014-10-15,155.30299377441406
2014-10-16,155.16978454589844
2014-10-17,157.00244140625
2014-10-20,158.5269012451172
2014-10-21,161.6674346923828
2014-10-22,160.51785278320312
2014-10-23,162.38385009765625
2014-10-24,163.6333465576172
2014-10-27,163.4084930419922
2014-10-28,165.28282165527344
2014-10-29,165.0328826904297
2014-10-30,166.0908966064453
2014-10-31,167.99021911621094
2014-11-03,168.08180236816406
2014-11-04,167.4987030029297
2014-11-05,168.55665588378906
2014-11-06,169.2314453125
2014-11-07,169.38967895507812
2014-11-10,169.92279052734375
2014-11-11,170.08941650390625
2014-11-12,169.90615844726562
2014-11-13,170.0977783203125
2014-11-14,170.13943481445312
2014-11-17,170.24769592285156
2014-11-18,171.23072814941406
2014-11-19,170.95582580566406
2014-11-20,171.2556610107422
2014-11-21,172.1720428466797
2014-11-24,172.6551513671875
2014-11-25,172.5302276611328
2014-11-26,172.9717559814453
2014-11-28,172.6051483154297
2014-12-01,171.40560913085938
2014-12-02,172.51361083984375
2014-12-03,173.18003845214844
2014-12-04,172.98846435546875
2014-12-05,173.27162170410156
2014-12-08,172.1136932373047
2014-12-09,171.99710083007812
2014-12-10,169.23977661132812
2014-12-11,170.0977783203125
2014-12-12,167.34877014160156
2014-12-15,166.19918823242188
2014-12-16,164.86630249023438
2014-12-17,168.0984649658203
2014-12-18,172.2553253173828
2014-12-19,172.98828125
2014-12-22,173.7840118408203
2014-12-23,174.01856994628906
2014-12-24,174.03530883789062
2014-12-26,174.59646606445312
2014-12-29,174.8310546875
2014-12-30,173.8929443359375
2014-12-31,172.1674041748047
2015-01-02,172.0752716064453
2015-01-05,168.9676055908203
2015-01-06,167.37612915039062
2015-01-07,169.46177673339844
2015-01-08,172.46893310546875
2015-01-09,171.0868377685547
2015-01-12,169.74656677246094
2015-01-13,169.26919555664062
2015-01-14,168.2472381591797
2015-01-15,166.70602416992188
2015-01-16,168.8922576904297
2015-01-20,169.25238037109375
2015-01-21,170.10684204101562
2015-01-22,172.63641357421875
2015-01-23,171.68995666503906
2015-01-26,172.09201049804688
2015-01-27,169.82196044921875
2015-01-28,167.64418029785156
2015-01-29,169.19383239746094
2015-01-30,167.06619262695312
2015-02-02,169.13510131835938
2015-02-03,171.58106994628906
2015-02-04,170.92767333984375
2015-02-05,172.65325927734375
2015-02-06,172.17575073242188
2015-02-09,171.4051513671875
2015-02-10,173.23123168945312
2015-02-11,173.3317108154297
2015-02-12,174.9986114501953
2015-02-13,175.718994140625
2015-02-17,175.99539184570312
2015-02-18,176.01211547851562
2015-02-19,175.88645935058594
2015-02-20,176.94190979003906
2015-02-23,176.9167938232422
2015-02-24,177.41932678222656
2015-02-25,177.2686004638672
2015-02-26,177.05914306640625
2015-02-27,176.4560546875
2015-03-02,177.5701446533203
2015-03-03,176.8413848876953
2015-03-04,176.095947265625
2015-03-05,176.28855895996094
2015-03-06,173.8091278076172
2015-03-09,174.52952575683594
2015-03-10,171.69833374023438
2015-03-11,171.29623413085938
2015-03-12,173.47412109375
2015-03-13,172.41029357910156
2015-03-16,174.71376037597656
2015-03-17,174.19444274902344
2015-03-18,176.28855895996094
2015-03-19,175.4844512939453
2015-03-20,177.0334014892578
2015-03-23,176.6884307861328
2015-03-24,175.69564819335938
2015-03-25,173.12094116210938
2015-03-26,172.70872497558594
2015-03-27,173.10418701171875
2015-03-30,175.2160186767578
2015-03-31,173.68472290039062
2015-04-01,173.07046508789062
2015-04-02,173.6931610107422
2015-04-06,174.86264038085938
2015-04-07,174.39987182617188
2015-04-08,174.98880004882812
2015-04-09,175.76292419433594
2015-04-10,176.72206115722656
2015-04-13,175.9227752685547
2015-04-14,176.2593231201172
2015-04-15,177.0501708984375
2015-04-16,176.999755859375
2015-04-17,174.96363830566406
2015-04-20,176.56222534179688
2015-04-21,176.35189819335938
2015-04-22,177.21847534179688
2015-04-23,177.6644287109375
2015-04-24,178.07669067382812
2015-04-27,177.33631896972656
2015-04-28,177.90003967285156
2015-04-29,177.16796875
2015-04-30,175.39271545410156
2015-05-01,177.29425048828125
2015-05-04,177.79908752441406
2015-05-05,175.76292419433594
2015-05-06,175.03933715820312
2015-05-07,175.7376708984375
2015-05-08,178.0514373779297
2015-05-11,177.20164489746094
2015-05-12,176.6715850830078
2015-05-13,176.70526123046875
2015-05-14,178.54783630371094
2015-05-15,178.7414093017578
2015-05-18,179.29669189453125
2015-05-19,179.23780822753906
2015-05-20,179.11155700683594
2015-05-21,179.63327026367188
2015-05-22,179.20413208007812
2015-05-26,177.27743530273438
2015-05-27,178.9601287841797
2015-05-28,178.75819396972656
2015-05-29,177.6475830078125
2015-06-01,178.0093536376953
2015-06-02,177.83265686035156
2015-06-03,178.3039093017578
2015-06-04,176.79779052734375
2015-06-05,176.49490356445312
2015-06-08,175.40951538085938
2015-06-09,175.38426208496094
2015-06-10,177.48776245117188
2015-06-11,178.05987548828125
2015-06-12,176.69686889648438
2015-06-15,175.9395751953125
2015-06-16,176.89877319335938
2015-06-17,177.184814453125
2015-06-18,179.02745056152344
2015-06-19,178.232666015625
2015-06-22,179.1458282470703
2015-06-23,179.27259826660156
2015-06-24,177.97064208984375
2015-06-25,177.42953491210938
2015-06-26,177.39569091796875
2015-06-29,173.67568969726562
2015-06-30,174.03921508789062
2015-07-01,175.4342041015625
2015-07-02,175.27357482910156
2015-07-06,174.7747039794922
2015-07-07,175.87380981445312
2015-07-08,172.92318725585938
2015-07-09,173.23597717285156
2015-07-10,175.4172821044922
2015-07-13,177.35340881347656
2015-07-14,178.12277221679688
2015-07-15,178.06358337402344
2015-07-16,179.49244689941406
2015-07-17,179.64463806152344
2015-07-20,179.7375946044922
2015-07-21,179.0274658203125
2015-07-22,178.70619201660156
2015-07-23,177.70004272460938
2015-07-24,175.85696411132812
2015-07-27,174.8339080810547
2015-07-28,176.98141479492188
2015-07-29,178.19891357421875
2015-07-30,178.2412109375
2015-07-31,177.97064208984375
2015-08-03,177.37033081054688
2015-08-04,177.02371215820312
2015-08-05,177.60707092285156
2015-08-06,176.1528778076172
2015-08-07,175.81468200683594
2015-08-10,178.02975463867188
2015-08-11,176.4234161376953
2015-08-12,176.63479614257812
2015-08-13,176.41494750976562
2015-08-14,177.05751037597656
2015-08-17,178.0466766357422
2015-08-18,177.53094482421875
2015-08-19,176.12750244140625
2015-08-20,172.44972229003906
2015-08-21,167.25856018066406
2015-08-24,160.2157745361328
2015-08-25,158.3303985595703
2015-08-26,164.4093475341797
2015-08-27,168.47601318359375
2015-08-28,168.48446655273438
2015-08-31,167.12327575683594
2015-09-01,162.1350555419922
2015-09-02,165.21255493164062
2015-09-03,165.33079528808594
2015-09-04,162.82830810546875
2015-09-08,166.92034912109375
2015-09-09,164.6883087158203
2015-09-10,165.58453369140625
2015-09-11,166.33697509765625
2015-09-14,165.71981811523438
2015-09-15,167.79124450683594
2015-09-16,169.2454071044922
2015-09-17,168.8649444580078
2015-09-18,166.1054229736328
2015-09-21,166.9637908935547
2015-09-22,164.79664611816406
2015-09-23,164.533203125
2015-09-24,163.9382781982422
2015-09-25,163.89578247070312
2015-09-28,159.7824249267578
2015-09-29,159.8759307861328
2015-09-30,162.8590087890625
2015-10-01,163.28384399414062
2015-10-02,165.72300720214844
2015-10-05,168.67201232910156
2015-10-06,168.09410095214844
2015-10-07,169.47091674804688
2015-10-08,171.00064086914062
2015-10-09,171.10260009765625
2015-10-12,171.26406860351562
2015-10-13,170.18478393554688
2015-10-14,169.368896484375
2015-10-15,171.96949768066406
2015-10-16,172.75132751464844
2015-10-19,172.83631896972656
2015-10-20,172.61538696289062
2015-10-21,171.54454040527344
2015-10-22,174.44261169433594
2015-10-23,176.3547821044922
2015-10-26,175.9213104248047
2015-10-27,175.58135986328125
2015-10-28,177.5785675048828
2015-10-29,177.47659301757812
2015-10-30,176.71170043945312
2015-11-02,178.80238342285156
2015-11-03,179.3207550048828
2015-11-04,178.77687072753906
2015-11-05,178.59840393066406
2015-11-06,178.50491333007812
2015-11-09,176.83917236328125
2015-11-10,177.24713134765625
2015-11-11,176.55026245117188
2015-11-12,174.0856170654297
2015-11-13,172.1309356689453
2015-11-16,174.74853515625
2015-11-17,174.6210174560547
2015-11-18,177.3916015625
2015-11-19,177.23863220214844
2015-11-20,177.8844757080078
2015-11-23,177.6805419921875
2015-11-24,177.91851806640625
2015-11-25,177.89303588867188
2015-11-27,178.09695434570312
2015-11-30,177.3576202392578
2015-12-01,179.04876708984375
2015-12-02,177.22161865234375
2015-12-03,174.74005126953125
2015-12-04,178.14797973632812
2015-12-07,177.06863403320312
2015-12-08,175.8788299560547
2015-12-09,174.51055908203125
2015-12-10,174.9609832763672
2015-12-11,171.57003784179688
2015-12-14,172.43687438964844
2015-12-15,174.24710083007812
2015-12-16,176.7967529296875
2015-12-17,174.10263061523438
2015-12-18,171.00096130371094
2015-12-21,172.41162109375
2015-12-22,173.97605895996094
2015-12-23,176.13050842285156
2015-12-24,175.83981323242188
2015-12-28,175.43800354003906
2015-12-29,177.3103485107422
2015-12-30,176.0535125732422
2015-12-31,174.2924041748047
2016-01-04,171.85595703125
2016-01-05,172.14659118652344
2016-01-06,169.97512817382812
2016-01-07,165.89710998535156
2016-01-08,164.076171875
2016-01-11,164.2385711669922
2016-01-12,165.56369018554688
2016-01-13,161.43443298339844
2016-01-14,164.08462524414062
2016-01-15,160.56239318847656
2016-01-19,160.77613830566406
2016-01-20,158.71580505371094
2016-01-21,159.6049041748047
2016-01-22,162.87928771972656
2016-01-25,160.41708374023438
2016-01-26,162.6056671142578
2016-01-27,160.83596801757812
2016-01-28,161.67381286621094
2016-01-29,165.614990234375
2016-02-01,165.55514526367188
2016-02-02,162.571533203125
2016-02-03,163.5460968017578
2016-02-04,163.8025665283203
2016-02-05,160.6820831298828
2016-02-08,158.51919555664062
2016-02-09,158.52772521972656
2016-02-10,158.3909149169922
2016-02-11,156.33059692382812
2016-02-12,159.5536346435547
2016-02-16,162.24667358398438
2016-02-17,164.89686584472656
2016-02-18,164.22146606445312
2016-02-19,164.14451599121094
2016-02-22,166.52117919921875
2016-02-23,164.41812133789062
2016-02-24,165.17044067382812
2016-02-25,167.1708984375
2016-02-26,166.78622436523438
2016-02-29,165.47821044921875
2016-03-01,169.36813354492188
2016-03-02,170.12896728515625
2016-03-03,170.79580688476562
2016-03-04,171.3514862060547
2016-03-07,171.48825073242188
2016-03-08,169.615966796875
2016-03-09,170.45384216308594
2016-03-10,170.5906524658203
2016-03-11,173.3434600830078
2016-03-14,173.12118530273438
2016-03-15,172.8390655517578
2016-03-16,173.8393096923828
2016-03-17,174.942138671875
2016-03-18,175.629638671875
2016-03-21,175.8788299560547
2016-03-22,175.78428649902344
2016-03-23,174.62420654296875
2016-03-24,174.5468292236328
2016-03-28,174.64993286132812
2016-03-29,176.2655029296875
2016-03-30,177.0388946533203
2016-03-31,176.60926818847656
2016-04-01,177.81228637695312
2016-04-04,177.23660278320312
2016-04-05,175.4663848876953
2016-04-06,177.3826446533203
2016-04-07,175.26010131835938
2016-04-08,175.73275756835938
2016-04-11,175.32029724121094
2016-04-12,176.95297241210938
2016-04-13,178.7404022216797
2016-04-14,178.7489776611328
2016-04-15,178.55128479003906
2016-04-18,179.80593872070312
2016-04-19,180.3730926513672
2016-04-20,180.54498291015625
2016-04-21,179.57391357421875
2016-04-22,179.57391357421875
2016-04-25,179.2645721435547
2016-04-26,179.53094482421875
2016-04-27,179.9004669189453
2016-04-28,178.26773071289062
2016-04-29,177.30528259277344
2016-05-02,178.714599609375
2016-05-03,177.15921020507812
2016-05-04,176.17098999023438
2016-05-05,176.13656616210938
2016-05-06,176.78106689453125
2016-05-09,176.9271697998047
2016-05-10,179.12709045410156
2016-05-11,177.4513702392578
2016-05-12,177.50294494628906
2016-05-13,175.95611572265625
2016-05-16,177.69204711914062
2016-05-17,176.0335235595703
2016-05-18,176.08505249023438
2016-05-19,175.47491455078125
2016-05-20,176.58348083496094
2016-05-23,176.3428497314453
2016-05-24,178.62867736816406
2016-05-25,179.84031677246094
2016-05-26,179.89186096191406
2016-05-27,180.66529846191406
2016-05-31,180.3214874267578
2016-06-01,180.69107055664062
2016-06-02,181.2410430908203
2016-06-03,180.6996612548828
2016-06-06,181.61912536621094
2016-06-07,181.90272521972656
2016-06-08,182.49566650390625
2016-06-09,182.24639892578125
2016-06-10,180.5192108154297
2016-06-13,179.12709045410156
2016-06-14,178.77481079101562
2016-06-15,178.52557373046875
2016-06-16,179.05836486816406
2016-06-17,178.39146423339844
2016-06-20,179.54034423828125
2016-06-21,180.04998779296875
2016-06-22,179.75633239746094
2016-06-23,182.09715270996094
2016-06-24,175.55821228027344
2016-06-27,172.4140625
2016-06-28,175.52371215820312
2016-06-29,178.5124053955078
2016-06-30,180.94834899902344
2016-07-01,181.328369140625
2016-07-05,180.02403259277344
2016-07-06,181.10379028320312
2016-07-07,180.9915313720703
2016-07-08,183.6865692138672
2016-07-11,184.3344268798828
2016-07-12,185.6732940673828
2016-07-13,185.6473846435547
2016-07-14,186.68397521972656
2016-07-15,186.43348693847656
2016-07-18,186.93443298339844
2016-07-19,186.74444580078125
2016-07-20,187.5218505859375
2016-07-21,186.8135223388672
2016-07-22,187.65145874023438
2016-07-25,187.1417694091797
2016-07-26,187.22816467285156
2016-07-27,187.02947998046875
2016-07-28,187.24542236328125
2016-07-29,187.54771423339844
2016-08-01,187.3922576904297
2016-08-02,186.19158935546875
2016-08-03,186.73577880859375
2016-08-04,186.93443298339844
2016-08-05,188.46337890625
2016-08-08,188.3511505126953
2016-08-09,188.46337890625
2016-08-10,187.99688720703125
2016-08-11,188.8693389892578
2016-08-12,188.7052459716797
2016-08-15,189.2494659423828
2016-08-16,188.27334594726562
2016-08-17,188.6274871826172
2016-08-18,189.05079650878906
2016-08-19,188.77432250976562
2016-08-22,188.76568603515625
2016-08-23,189.1457977294922
2016-08-24,188.17832946777344
2016-08-25,188.04873657226562
2016-08-26,187.69459533691406
2016-08-29,188.61886596679688
2016-08-30,188.30787658691406
2016-08-31,187.7722930908203
2016-09-01,187.78094482421875
2016-09-02,188.6274871826172
2016-09-06,189.1976318359375
2016-09-07,189.1803436279297
2016-09-08,188.74847412109375
2016-09-09,184.23080444335938
2016-09-12,186.87399291992188
2016-09-13,184.18756103515625
2016-09-14,184.11851501464844
2016-09-15,185.9583282470703
2016-09-16,185.239501953125
2016-09-19,185.2742462158203
2016-09-20,185.2829132080078
2016-09-21,187.3665008544922
2016-09-22,188.54721069335938
2016-09-23,187.5140838623047
2016-09-26,185.9948272705078
2016-09-27,187.1494598388672
2016-09-28,188.0784149169922
2016-09-29,186.37680053710938
2016-09-30,187.7832794189453
2016-10-03,187.33175659179688
2016-10-04,186.37680053710938
2016-10-05,187.2015380859375
2016-10-06,187.33175659179688
2016-10-07,186.6893768310547
2016-10-10,187.66168212890625
2016-10-11,185.29159545898438
2016-10-12,185.53468322753906
2016-10-13,184.9269561767578
2016-10-14,185.0224609375
2016-10-17,184.3800506591797
2016-10-18,185.53468322753906
2016-10-19,186.02952575683594
2016-10-20,185.6822967529297
2016-10-21,185.7690887451172
2016-10-24,186.55908203125
2016-10-25,185.9340362548828
2016-10-26,185.56077575683594
2016-10-27,185.0658721923828
2016-10-28,184.5189208984375
2016-10-31,184.52760314941406
2016-11-01,183.190673828125
2016-11-02,182.08810424804688
2016-11-03,181.25462341308594
2016-11-04,181.0549774169922
2016-11-07,185.04855346679688
2016-11-08,185.88201904296875
2016-11-09,187.8527069091797
2016-11-10,188.32147216796875
2016-11-11,187.887451171875
2016-11-14,188.0349884033203
2016-11-15,189.50221252441406
2016-11-16,189.14622497558594
2016-11-17,190.1185760498047
2016-11-18,189.69320678710938
2016-11-21,191.12564086914062
2016-11-22,191.49896240234375
2016-11-23,191.60311889648438
2016-11-25,192.31504821777344
2016-11-28,191.41212463378906
2016-11-29,191.78543090820312
2016-11-30,191.32530212402344
2016-12-01,190.62213134765625
2016-12-02,190.7176055908203
2016-12-05,191.86358642578125
2016-12-06,192.4713134765625
2016-12-07,194.98895263671875
2016-12-08,195.4664306640625
2016-12-09,196.64715576171875
2016-12-12,196.4214324951172
2016-12-13,197.73236083984375
2016-12-14,196.10028076171875
2016-12-15,196.9076690673828
2016-12-16,196.52249145507812
2016-12-19,196.9503936767578
2016-12-20,197.71017456054688
2016-12-21,197.16004943847656
2016-12-22,196.8194580078125
2016-12-23,197.10763549804688
2016-12-27,197.5966339111328
2016-12-28,195.96365356445312
2016-12-29,195.9199676513672
2016-12-30,195.2038116455078
2017-01-03,196.6970977783203
2017-01-04,197.8673553466797
2017-01-05,197.71017456054688
2017-01-06,198.41748046875
2017-01-09,197.76255798339844
2017-01-10,197.76255798339844
2017-01-11,198.32144165039062
2017-01-12,197.82366943359375
2017-01-13,198.27777099609375
2017-01-17,197.57913208007812
2017-01-18,198.01580810546875
2017-01-19,197.28221130371094
2017-01-20,198.00704956054688
2017-01-23,197.49179077148438
2017-01-24,198.7581024169922
2017-01-25,200.4784698486328
2017-01-26,200.2688446044922
2017-01-27,199.95448303222656
2017-01-30,198.71441650390625
2017-01-31,198.6969451904297
2017-02-01,198.77552795410156
2017-02-02,198.90655517578125
2017-02-03,200.277587890625
2017-02-06,199.9195556640625
2017-02-07,199.92823791503906
2017-02-08,200.1903076171875
2017-02-09,201.3779296875
2017-02-10,202.172607421875
2017-02-13,203.27297973632812
2017-02-14,204.08502197265625
2017-02-15,205.1504669189453
2017-02-16,204.975830078125
2017-02-17,205.2989044189453
2017-02-21,206.52154541015625
2017-02-22,206.338134765625
2017-02-23,206.47784423828125
2017-02-24,206.7398223876953
2017-02-27,207.06300354003906
2017-02-28,206.50404357910156
2017-03-01,209.39459228515625
2017-03-02,208.07595825195312
2017-03-03,208.2069549560547
2017-03-06,207.58692932128906
2017-03-07,206.96688842773438
2017-03-08,206.5826416015625
2017-03-09,206.84463500976562
2017-03-10,207.56942749023438
2017-03-13,207.6742401123047
2017-03-14,206.8795623779297
2017-03-15,208.66976928710938
2017-03-16,208.25933837890625
2017-03-17,207.8936309814453
2017-03-20,207.66555786132812
2017-03-21,204.99925231933594
2017-03-22,205.4816131591797
2017-03-23,205.26235961914062
2017-03-24,205.11329650878906
2017-03-27,204.90272521972656
2017-03-28,206.3938446044922
2017-03-29,206.58673095703125
2017-03-30,207.2445526123047
2017-03-31,206.76220703125
2017-04-03,206.402587890625
2017-04-04,206.53414916992188
2017-04-05,205.9202117919922
2017-04-06,206.4990692138672
2017-04-07,206.28855895996094
2017-04-10,206.41134643554688
2017-04-11,206.16575622558594
2017-04-12,205.26235961914062
2017-04-13,203.92922973632812
2017-04-17,205.73599243164062
2017-04-18,205.12203979492188
2017-04-19,204.74493408203125
2017-04-20,206.41134643554688
2017-04-21,205.75352478027344
2017-04-24,208.0164031982422
2017-04-25,209.2267608642578
2017-04-26,209.09518432617188
2017-04-27,209.2706298828125
2017-04-28,208.8145294189453
2017-05-01,209.34078979492188
2017-05-02,209.41970825195312
2017-05-03,209.16534423828125
2017-05-04,209.41094970703125
2017-05-05,210.23541259765625
2017-05-08,210.20037841796875
2017-05-09,210.0073699951172
2017-05-10,210.38450622558594
2017-05-11,209.95474243164062
2017-05-12,209.60389709472656
2017-05-15,210.76165771484375
2017-05-16,210.5686798095703
2017-05-17,206.8323516845703
2017-05-18,207.66555786132812
2017-05-19,209.01626586914062
2017-05-22,210.0775604248047
2017-05-23,210.5423583984375
2017-05-24,211.03353881835938
2017-05-25,212.0421905517578
2017-05-26,211.99832153320312
2017-05-30,211.81417846679688
2017-05-31,211.76153564453125
2017-06-01,213.4455108642578
2017-06-02,214.1559600830078
2017-06-05,213.998046875
2017-06-06,213.31394958496094
2017-06-07,213.70864868164062
2017-06-08,213.8138427734375
2017-06-09,213.48936462402344
2017-06-12,213.4455108642578
2017-06-13,214.48924255371094
2017-06-14,214.21730041503906
2017-06-15,213.80511474609375
2017-06-16,213.851806640625
2017-06-19,215.6321563720703
2017-06-20,214.17788696289062
2017-06-21,214.1250762939453
2017-06-22,214.02810668945312
2017-06-23,214.28369140625
2017-06-26,214.42471313476562
2017-06-27,212.697265625
2017-06-28,214.60098266601562
2017-06-29,212.71484375
2017-06-30,213.1114501953125
2017-07-03,213.47280883789062
2017-07-05,213.96640014648438
2017-07-06,212.00978088378906
2017-07-07,213.3846893310547
2017-07-10,213.6138458251953
2017-07-11,213.45521545410156
2017-07-12,215.0592498779297
2017-07-13,215.42063903808594
2017-07-14,216.4253692626953
2017-07-17,216.3989715576172
2017-07-18,216.51348876953125
2017-07-19,217.6857147216797
2017-07-20,217.78268432617188
2017-07-21,217.58876037597656
2017-07-24,217.535888671875
2017-07-25,218.06468200683594
2017-07-26,218.073486328125
2017-07-27,217.8708038330078
2017-07-28,217.61517333984375
2017-07-31,217.49179077148438
2017-08-01,217.9765625
2017-08-02,218.08233642578125
2017-08-03,217.65927124023438
2017-08-04,218.055908203125
2017-08-07,218.4612579345703
2017-08-08,217.9236602783203
2017-08-09,217.91488647460938
2017-08-10,214.8389434814453
2017-08-11,215.15625
2017-08-14,217.28909301757812
2017-08-15,217.26266479492188
2017-08-16,217.64161682128906
2017-08-17,214.24842834472656
2017-08-18,213.9134979248047
2017-08-21,214.0809783935547
2017-08-22,216.31961059570312
2017-08-23,215.5440216064453
2017-08-24,215.04164123535156
2017-08-25,215.5440216064453
2017-08-28,215.5528106689453
2017-08-29,215.79962158203125
2017-08-30,216.8219757080078
2017-08-31,218.12640380859375
2017-09-01,218.4348602294922
2017-09-05,216.86605834960938
2017-09-06,217.60638427734375
2017-09-07,217.57998657226562
2017-09-08,217.3243408203125
2017-09-11,219.64230346679688
2017-09-12,220.38267517089844
2017-09-13,220.48841857910156
2017-09-14,220.4179229736328
2017-09-15,220.71461486816406
2017-09-18,221.18408203125
2017-09-19,221.405517578125
2017-09-20,221.4852294921875
2017-09-21,220.89175415039062
